frecuencia1,ugen1,frecuencia2,ugen2,frecuencia3,ugen3,clase
9486,11,968,1,10299,5,2
15717,11,94,4,14138,8,3
11539,3,5212,5,17551,10,2
16910,2,3462,10,14930,2,3
14287,8,6957,5,12304,4,3
18686,3,17512,2,5657,11,1
6901,7,16303,4,11305,8,0
17904,1,15343,11,7913,11,0
19304,8,7218,7,17138,4,3
5681,10,13062,9,16330,6,0
6221,8,7618,5,5248,9,2
15652,4,9316,7,4724,1,3
9302,0,3863,6,7878,8,2
2045,5,13112,2,18087,7,2
4147,7,15344,6,1711,3,1
8507,1,897,9,4011,0,3
4375,5,5249,1,14295,7,2
19523,0,10144,9,2958,2,3
11427,5,2192,0,2073,5,3
1429,10,7131,3,17295,3,2
19910,11,10345,6,9078,5,3
6488,11,1279,5,4496,2,2
17313,7,9971,5,482,4,3
11857,6,10539,3,3591,4,1
12622,10,6702,11,18422,4,0
270,2,16468,9,18560,10,0
9180,8,10344,2,6714,7,1
12452,7,6702,2,4100,7,3
656,1,12185,0,17691,10,2
3798,9,56,3,7420,7,2
5396,9,6317,8,12945,1,2
10922,0,3254,11,17313,8,2
14998,4,8300,4,14569,5,3
5138,10,712,9,9569,4,2
11358,9,12887,11,7689,3,1
18057,11,4140,11,8368,6,3
15969,6,7220,6,15797,5,3
12389,9,18638,0,10706,1,0
7114,7,4255,5,4267,0,2
16781,8,5289,4,1100,11,3
4224,3,7615,11,14242,11,2
16265,0,14492,3,15898,4,0
17935,11,3184,1,13414,2,3
16363,9,10032,1,9179,1,3
650,2,3717,0,1189,4,2
5196,4,12935,7,17090,7,0
7944,0,13421,8,6372,9,1
5104,7,17068,3,18147,1,0
11087,0,3083,9,11241,10,3
19882,8,7164,2,16123,4,3
6957,6,7260,7,8702,1,2
18332,0,13425,4,18626,9,0
4413,2,3113,3,7329,1,2
272,8,10226,9,3051,8,1
4536,8,593,8,5410,11,2
7313,3,8897,3,1802,3,1
1476,6,631,1,4834,11,2
16512,8,15950,6,13565,2,0
695,1,10183,8,16917,2,2
1925,5,5244,6,3511,6,2
19693,3,5645,10,16565,3,3
9880,4,14977,2,11525,4,0
597,8,11121,0,18667,7,2
14961,0,18664,1,7784,0,1
4099,10,5704,6,5152,9,2
9677,2,12710,4,4468,5,1
7418,6,15577,0,18639,3,0
5537,1,5238,0,7796,7,2
3987,6,19903,6,19807,0,0
8300,7,6160,10,12270,4,2
8260,9,12007,6,11949,6,0
3856,8,5898,7,1153,4,1
12078,9,1879,8,11997,6,3
3830,5,11168,2,117,9,1
4989,3,5785,6,12811,5,2
10652,8,9004,8,10485,2,3
1592,1,10884,2,9124,2,2
15151,5,7905,6,6809,3,3
4749,1,17096,8,488,0,1
18655,1,4025,7,11721,10,3
17315,10,6203,5,17240,11,3
2976,10,7492,0,11050,5,2
2905,0,14538,9,7419,2,1
11061,7,2544,0,3250,9,3
1325,7,3170,9,5901,0,2
8372,3,18484,9,18116,2,0
4777,4,15294,10,10171,6,1
533,5,19470,6,4617,9,1
7420,8,16749,1,14678,6,0
15322,8,13090,6,10112,9,0
16821,6,9931,4,14711,0,0
3741,0,12387,6,14605,2,2
10982,10,19357,7,15064,7,0
2204,0,6617,3,13054,11,2
3144,11,8866,1,13505,11,2
18973,4,7033,0,4041,0,3
17690,7,18372,11,9417,7,0
9801,8,7746,5,5028,3,1
15613,10,19796,2,18352,4,0
10651,11,11298,1,4250,9,1
6823,2,18679,8,4661,4,1
2688,6,4402,11,12317,6,2
11821,9,14269,11,15416,10,0
2439,1,18834,8,17874,8,0
16368,8,6833,3,15467,6,3
12344,1,5715,3,14469,3,3
6949,6,14290,9,15787,3,0
11798,11,15126,10,9048,2,1
13802,8,12861,9,986,4,1
10932,3,711,10,18742,2,2
16507,6,16642,9,19601,2,0
13663,9,7395,1,9931,3,3
8799,1,3060,9,16377,5,2
14865,10,8603,6,18817,7,0
9220,2,1362,2,4581,8,3
15499,2,16792,1,6256,2,1
5954,9,5792,0,10350,7,2
9683,2,5757,6,19819,6,2
14340,0,9906,11,14018,10,0
2840,8,2740,0,5840,0,2
17386,3,668,0,13657,4,3
7477,11,6743,9,4019,8,1
19485,11,17774,10,12851,11,0
3720,9,9226,5,10272,10,2
17163,9,8412,9,13446,3,3
11341,2,3643,11,18948,2,2
16551,1,3715,8,6573,7,3
9089,6,1407,0,8671,3,2
11308,0,14717,7,6229,6,1
13359,10,10580,6,19621,7,0
1186,3,19518,8,6511,11,1
17172,0,19422,4,3613,2,1
11090,5,8344,8,9577,10,3
4249,10,11663,5,9694,3,2
13302,9,14267,11,8184,1,1
12039,2,16971,0,7190,4,1
9531,1,18287,4,6729,9,1
12523,2,17526,7,19579,1,0
18395,9,14816,1,19411,7,0
1189,6,7242,11,14367,10,2
13706,3,19036,10,8999,10,0
14955,8,8191,9,8481,0,3
13604,3,11025,10,6624,2,3
16999,1,17399,0,5994,3,1
17822,1,18349,7,1807,4,1
320,3,1145,3,8231,11,2
17752,11,15075,1,9526,6,0
9972,7,15850,8,14406,5,0
15155,10,16507,9,1689,2,1
12050,9,9256,6,5147,3,3
19122,4,19981,11,535,4,1
4080,4,6426,3,16239,6,2
17587,5,10288,9,10212,3,3
2801,9,16191,2,14946,11,0
2154,10,5882,0,15441,11,2
873,6,8950,5,3058,10,1
8483,11,7651,8,4829,3,1
1871,0,11660,4,3194,0,1
9112,6,14062,3,13963,10,0
17203,4,17515,4,13876,7,0
16575,8,17929,2,17632,6,0
9030,3,14223,3,4057,10,1
14359,2,4586,0,11136,4,3
5854,7,16013,11,14824,10,0
7576,5,8609,10,8933,9,2
18157,1,535,7,19376,7,3
7599,9,12558,6,11895,1,0
16252,4,7805,2,4871,2,3
7468,6,11711,11,1595,8,1
13532,1,4953,4,11737,8,3
6443,2,13283,3,11575,1,0
9098,9,19369,8,19930,3,0
2971,11,18361,3,14555,1,0
15537,4,19692,4,9382,0,0
4951,9,3231,11,1609,0,2
14286,9,11348,4,4228,10,1
8558,2,3672,1,19408,8,2
5561,10,2038,9,11725,6,2
19128,9,2470,10,17096,8,3
985,6,2322,0,8374,9,2
4821,5,8705,2,5867,4,1
8873,1,3164,8,6183,6,3
16635,7,6271,7,5242,3,3
12528,2,9333,4,5661,2,3
2544,6,17755,2,15753,5,0
4253,6,7681,9,8432,7,2
3475,2,6553,8,9844,5,2
18262,6,12899,6,13191,10,0
8872,9,14283,9,4317,0,1
753,5,10433,9,8870,3,2
3805,5,17549,5,10533,9,1
11893,7,14041,2,13232,2,0
9715,1,19678,9,292,0,1
1589,7,13178,10,2570,8,1
12217,3,13728,10,9202,8,0
9128,3,8982,0,15673,5,0
16476,7,9474,9,10212,7,3
8153,9,16103,1,7965,9,1
9421,11,11382,3,14256,4,0
9602,6,7485,1,3204,6,1
5512,2,5405,0,11705,2,2
4297,8,13482,6,16943,7,0
19717,11,12382,6,2661,1,3
3258,10,16581,2,7006,0,1
15548,0,5882,5,586,4,3
16639,5,2558,10,7898,11,3
14521,8,5897,9,1138,6,3
11652,3,6121,2,2294,5,3
1139,11,8997,8,14038,8,2
2195,7,10970,0,18839,10,2
13531,1,3203,7,2009,2,3
5977,7,11087,10,5665,11,1
3570,2,16261,9,17875,9,0
8914,0,16855,8,3010,0,1
14157,3,7910,10,12259,11,3
17711,11,16954,10,10251,11,0
10629,1,18692,4,5628,6,1
18528,1,8863,0,13430,4,3
14447,11,1419,7,6761,3,3
18238,4,12869,2,13194,6,0
1496,0,6822,0,3972,8,2
10775,9,14398,0,9483,5,1
10471,10,14899,8,1891,10,1
11907,5,115,5,4901,6,3
1415,9,19409,5,17750,1,0
4279,0,7661,6,7490,5,2
19269,7,7179,11,16072,11,3
13297,4,19118,3,17164,8,0
14618,9,7930,2,13857,9,3
17254,8,2754,7,3077,5,3
6894,3,17922,1,6544,2,1
2750,1,3621,8,3540,5,2
3288,5,6460,8,14344,9,2
15428,3,12957,6,19098,10,0
3308,11,10721,1,15626,2,2
785,3,9345,3,3195,0,1
8704,7,19734,7,11843,0,0
1055,7,2730,10,5595,0,2
15725,1,17719,4,8343,9,0
1968,7,10059,0,2411,4,1
3146,5,8391,6,18956,5,2
10883,11,2233,3,16888,9,2
2485,9,8595,10,18553,10,2
3350,8,14657,8,8001,10,1
11006,2,330,5,14344,6,2
18950,11,17627,6,32,7,1
5383,8,15495,7,19764,11,0
367,6,18685,3,7696,3,1
19457,3,8048,2,18129,3,0
10772,0,12814,10,13914,5,0
7949,8,11004,8,10843,3,2
15863,5,5389,6,13317,0,3
11038,9,3942,8,7479,11,3
6841,2,10651,1,3563,6,1
1434,2,14811,9,8150,8,1
13695,8,6411,0,18375,2,0
10742,7,15732,6,6087,4,1
5731,2,19246,8,3542,10,1
16350,5,4271,11,13657,1,3
19468,0,10616,2,18478,5,0
11244,11,13224,3,1552,5,1
5263,3,7321,5,7835,11,2
7554,11,2475,10,15543,6,2
18005,3,11017,3,9168,9,3
9042,0,3141,6,11985,1,2
18578,3,14885,10,5026,1,1
5356,8,8511,6,11791,6,2
18039,0,13939,2,1981,9,1
3766,2,738,11,2001,5,2
19441,7,7898,7,13078,11,3
13932,7,11717,2,823,10,1
4931,7,13729,4,16780,1,0
13306,0,2945,1,18278,8,3
17450,7,5946,5,15820,1,3
4466,10,8863,6,6145,6,2
17818,4,15192,0,12645,1,0
12907,7,17101,4,17115,0,0
3444,6,16858,5,16502,5,0
8907,9,14342,1,19080,8,0
16612,5,5646,5,17437,8,3
14279,1,12920,8,11223,0,0
13088,9,13871,4,12086,11,0
5436,3,19548,8,16032,4,0
14335,7,12065,6,15035,7,0
4931,3,9749,8,9387,5,2
4298,11,17028,6,18631,3,0
9097,0,9071,5,7876,2,1
6706,10,3166,10,4235,2,2
105,11,3641,5,1230,2,2
14779,4,5728,10,614,1,3
3392,7,15226,5,9962,8,1
8035,6,397,0,13927,11,2
16387,4,12542,3,527,2,1
9581,7,10167,11,11848,10,0
9619,2,12848,3,11537,6,0
4654,2,14533,1,3941,8,1
3757,11,15481,8,7530,0,1
17931,4,1209,6,3807,8,3
7866,2,16972,10,8139,9,1
3586,9,3415,10,8820,3,2
523,4,12149,6,12266,8,2
4786,6,13153,6,3460,4,1
10494,9,5492,3,7240,1,3
16413,3,19290,9,1008,9,1
12102,6,13464,8,14571,3,0
8087,10,16405,2,13853,5,0
12195,5,16915,8,12435,11,0
1072,0,10420,1,16390,3,2
19398,11,6132,9,3194,11,3
7310,4,2636,1,14528,9,2
7467,7,14911,3,10723,10,1
19272,3,14995,11,7537,4,3
10930,4,12629,9,4740,10,1
18604,2,1006,3,6277,9,3
1735,1,5436,10,19838,10,2
13171,9,5220,10,2841,7,3
10005,3,2835,2,8191,4,3
8692,5,14355,8,14183,5,0
15106,1,204,0,2218,9,3
18224,9,5273,2,9093,1,3
540,8,4144,6,15517,7,2
12542,10,2538,7,1810,0,3
15894,2,12146,3,9807,6,3
18276,0,16527,10,19661,11,0
17451,8,7392,11,4319,4,3
17844,10,7284,3,8049,9,3
6479,10,15437,9,5050,10,1
9938,8,10816,9,4132,1,1
12821,3,7326,10,14307,7,3
8776,10,5518,6,18549,0,2
9646,7,5317,0,12478,3,2
1449,11,7048,6,19021,3,2
10395,7,19539,2,15661,11,0
7439,8,7606,8,13882,7,2
13883,11,441,7,14031,5,3
12863,11,11412,2,14679,5,0
11862,9,16012,1,8638,10,1
10551,2,19511,8,7775,8,1
2593,1,11385,4,6837,7,1
5676,2,18342,1,3861,8,1
7087,4,10599,4,8170,3,1
3310,9,13022,5,8060,1,1
17718,9,6563,11,15938,10,3
14759,11,9212,0,3233,11,3
6988,0,15842,7,8935,2,1
3732,3,11811,9,14319,4,2
11340,0,18557,8,10500,2,0
15236,10,10156,2,15979,11,0
82,3,19660,6,3328,4,1
19254,4,13932,6,19642,1,0
11463,1,957,8,19326,11,2
13894,0,1776,3,3806,0,3
17395,0,13614,7,8398,8,3
15386,1,18972,7,8539,2,0
8178,4,10935,7,10940,11,2
5090,5,15747,8,1820,0,1
5697,7,18731,7,5946,10,1
1749,8,12695,8,17643,3,2
10305,6,18567,3,18438,0,0
6903,11,18812,11,14386,9,0
5180,4,11378,7,15424,0,2
10985,10,16096,2,281,0,1
4968,7,11394,6,7136,4,1
2959,3,15484,7,2114,10,1
10725,1,15773,11,13942,1,0
16300,0,19060,4,10280,0,0
505,0,9927,6,13126,3,2
17541,3,963,0,8144,4,3
2784,3,3092,9,10958,5,2
19003,4,15773,1,4309,2,1
1667,1,5937,2,3074,1,2
17459,3,7270,11,15800,4,3
14180,10,12385,0,8731,4,3
14065,4,4803,1,16075,4,3
8760,3,5438,11,18288,3,2
6476,3,10770,11,14139,4,2
5942,10,19945,8,11133,4,1
1089,10,9563,1,2987,9,1
13395,6,15870,4,19145,7,0
12784,6,8989,1,953,11,1
13470,10,12972,9,17103,7,0
15968,10,8683,8,7038,11,3
14906,5,8498,6,7556,9,3
11030,3,2518,6,1741,6,3
8218,9,10141,5,16297,3,0
13185,9,2697,3,2674,7,3
4907,5,4683,10,19727,10,2
4355,2,15497,11,11716,5,1
5728,8,746,6,8246,7,2
16974,7,2496,4,8757,11,3
1301,4,17259,3,1403,2,1
829,0,13990,2,16657,11,2
1366,6,11164,10,10027,2,2
2346,5,12222,2,13160,3,2
2014,6,15376,11,7273,9,1
16597,10,4643,5,3691,8,3
9257,4,7773,0,3902,5,1
19058,4,3954,11,15719,2,3
18202,2,4337,4,18484,8,3
918,5,1186,9,16557,11,2
13070,4,1335,4,10522,8,3
9659,7,10984,6,15706,4,0
2553,7,1251,8,15717,11,2
1750,11,2862,5,10585,0,2
6065,7,839,1,391,7,2
7852,11,5971,1,13681,10,2
1339,7,17062,11,15275,6,0
1948,1,380,8,7909,7,2
5761,6,10952,7,3203,4,1
7700,5,14969,9,9092,0,1
7760,5,13161,8,809,9,1
992,3,11678,3,8277,4,2
9046,2,7646,6,15071,8,2
5006,0,16252,9,14548,9,0
2726,0,13297,3,4065,4,1
5960,3,19970,9,57,11,1
16543,9,13333,11,4662,2,1
7119,3,18794,1,8775,2,1
8879,4,5989,4,3520,10,3
14166,0,15057,0,6814,5,1
11089,7,4231,9,13758,1,2
1749,3,11027,7,5100,11,1
18175,2,2268,2,14192,3,3
1024,0,8550,3,16211,8,2
15088,11,14411,3,17674,5,0
4661,4,14809,2,8726,1,1
14818,9,5843,7,9649,4,3
3353,10,13095,4,9609,3,1
6556,7,19753,5,8102,4,1
8679,2,12972,8,2472,1,1
1174,0,5961,9,3540,7,2
6949,11,6934,4,15470,0,2
2414,8,18025,7,18270,5,0
18189,6,9251,4,12530,1,3
12007,6,235,9,7023,8,3
13224,5,16115,2,4084,9,1
7918,2,13582,1,15528,1,0
12487,3,19235,3,5521,11,1
1752,7,12612,11,16322,9,2
3613,4,3304,11,2210,0,2
11729,1,17717,4,10647,11,0
2801,9,15303,6,11360,7,1
10587,9,17821,8,6828,4,1
13305,9,5376,2,8093,4,3
10681,8,7681,11,13667,1,2
14271,5,18718,8,3315,8,1
17257,9,10969,8,17086,6,0
2262,6,15554,7,14803,11,0
15927,8,11526,2,842,10,1
13517,9,5772,5,955,0,3
13982,0,14431,7,9648,5,0
6937,9,8845,9,1276,0,1
9432,4,10275,5,11190,11,0
14943,11,1818,2,3834,0,3
10041,8,2911,8,5917,8,3
12161,4,14825,6,7176,3,1
11780,9,7079,9,12022,9,3
4947,0,12224,9,7610,8,1
2424,0,3609,3,4827,10,2
9425,0,6536,0,4322,8,3
18250,7,3116,3,3618,1,3
18497,2,8445,0,7707,5,3
1057,10,13388,8,4153,0,1
6426,7,19064,10,15616,3,0
6482,5,10563,10,15432,9,2
10182,2,17344,0,10581,11,0
3135,3,18294,5,11758,1,1
4952,9,7448,2,3320,9,1
10339,7,6148,6,2701,8,3
16207,10,11725,3,18957,4,0
17285,1,3339,4,8607,1,3
19506,8,1780,2,16123,1,3
11826,11,15001,3,7768,0,1
3618,2,3534,10,10641,0,2
15817,8,18953,8,16934,2,0
7644,5,8732,2,2711,0,1
154,4,3940,0,10012,4,2
9972,6,8670,11,15395,2,0
19315,10,13501,0,4443,5,3
404,9,18899,3,15203,1,0
14565,5,3363,1,18753,6,3
14539,6,18209,0,16855,4,0
2621,4,16472,2,9512,2,1
10484,3,12576,9,3476,8,1
3979,10,12946,9,14107,3,2
16391,6,6961,7,7928,7,3
16055,4,186,7,16639,0,3
4823,3,19242,2,4906,1,1
18199,1,3716,3,3557,10,3
11198,10,1166,4,7272,1,3
7423,1,15091,4,5727,7,1
4515,10,11996,1,3159,9,1
18027,2,5831,9,17280,0,3
3535,3,13835,11,10003,4,1
14558,10,519,1,10444,5,3
3695,9,11102,11,9244,5,2
2593,4,13640,10,502,10,1
726,7,2319,6,2483,2,2
15032,6,2249,1,13733,11,3
12452,7,11420,1,16223,5,0
13331,10,6639,4,10234,0,3
9774,1,2978,3,5931,6,3
1743,8,15090,2,19589,8,0
12575,9,18472,8,6951,6,1
9483,11,522,9,1771,2,3
295,11,6393,9,9719,4,2
15159,4,3451,0,19636,3,3
4759,7,16946,11,12158,0,0
4257,5,319,0,15469,4,2
12010,5,12889,2,6344,6,1
16300,11,17027,4,11571,4,0
19894,8,15288,4,1805,2,1
1286,9,11741,0,13727,10,2
5769,1,4457,8,16991,6,2
4837,2,10042,10,13019,3,2
16929,8,17477,6,18205,0,0
1667,1,11831,5,18581,11,2
9604,11,7941,11,19276,5,0
13937,0,8364,8,14805,6,0
7482,0,11089,2,16303,5,0
995,0,13155,9,15655,2,2
7659,4,1018,6,3773,11,2
974,5,1331,4,15143,10,2
14460,7,18001,1,18249,4,0
3411,6,7922,0,7079,3,2
1913,7,4383,5,17183,0,2
17188,8,3383,7,18757,10,3
5845,8,18986,4,17825,11,0
16006,4,6497,7,10577,7,3
5135,4,5013,0,9796,7,2
7596,11,3210,5,908,2,3
13689,5,7005,5,6783,8,3
19154,2,13080,5,12955,6,0
272,8,4464,5,17895,7,2
4145,8,11587,0,5070,11,1
8558,7,19603,11,16848,7,0
12042,1,15631,10,12819,8,0
16394,0,9684,6,9412,3,3
3147,4,3785,1,17217,9,2
4651,11,6465,9,1611,1,1
6499,1,14621,6,11329,3,0
5112,5,4441,10,12583,11,2
18032,0,1918,5,12530,6,3
15381,7,689,5,1100,9,3
7418,6,2683,5,7404,6,2
5961,11,12649,3,2311,9,1
16714,8,14945,5,14899,4,0
11874,6,3609,9,9457,7,3
5385,0,16422,8,19880,2,0
14054,5,8729,8,1447,1,3
10698,11,17568,9,4666,1,1
18488,8,630,5,3148,2,3
14327,0,4747,4,5509,0,3
14685,2,11077,1,11909,10,0
19309,9,17589,7,16505,11,0
18722,7,11668,3,15981,8,0
11505,1,10256,3,5317,11,1
8607,3,11491,6,19751,11,0
16020,2,1075,0,8457,3,3
4016,4,9236,9,864,6,1
1379,1,10674,3,19600,9,2
4933,10,1035,1,12575,3,2
3065,5,8910,5,6988,1,2
15669,8,2054,10,2575,2,3
7719,9,4828,8,6217,6,2
14055,10,18562,3,19242,11,0
15012,9,6910,5,2678,1,3
11814,9,4798,7,7352,4,3
6151,6,16404,5,6341,5,1
14859,2,16144,9,9279,6,0
868,0,17160,2,919,5,1
11343,11,14410,4,2452,2,1
939,6,14017,11,2546,1,1
17877,9,8365,8,13217,4,3
18784,3,6697,3,2738,8,3
2870,3,5635,2,15516,11,2
9659,5,563,0,2706,7,3
3724,0,4299,10,2190,0,2
15912,2,6763,1,6348,11,3
6948,0,12471,1,14355,10,0
8059,3,8802,0,14754,0,2
19499,10,16795,10,13585,7,0
19950,2,6375,11,7799,5,3
14177,0,8190,11,14291,1,3
12054,9,10267,9,16780,7,0
13236,10,14224,10,19865,11,0
5624,7,658,10,14439,11,2
41,8,167,2,16267,3,2
9718,6,6831,4,18148,11,2
5096,2,2023,8,13786,1,2
12687,6,17128,6,17337,0,0
19456,8,13185,7,17138,10,0
18862,1,11718,1,13653,2,0
9371,0,16236,7,10637,9,0
16775,1,11740,0,7653,11,3
16587,8,11550,6,7606,0,3
16601,9,10514,10,19533,7,0
18156,9,5326,5,7611,9,3
6248,10,6475,4,15083,7,2
16145,2,8465,8,10850,8,3
15327,1,3656,2,10081,6,3
12291,0,9631,10,17099,1,0
1222,5,18481,10,6424,11,1
1063,3,93,3,10952,0,2
11384,11,6209,2,16488,4,2
2752,2,17743,10,7888,0,1
2770,6,679,7,6838,2,2
6010,10,13687,9,13604,7,0
12286,9,6750,8,2412,9,3
14606,8,8651,5,5272,8,3
14621,4,18615,5,6961,1,1
1131,7,19839,3,14383,3,0
15597,8,16249,1,1926,1,1
14196,11,12110,11,12185,1,0
14435,3,13112,4,2732,6,1
5116,9,6464,9,5139,2,2
17599,1,17746,8,14930,6,0
14151,8,1143,6,11035,0,3
16522,5,8315,7,10303,4,3
2314,7,14249,10,2276,4,1
12601,8,3069,4,9973,9,3
17366,11,7519,6,15848,0,3
14572,6,1514,5,4849,11,3
6105,4,10862,7,8271,3,1
18130,1,19199,8,12036,8,0
14229,9,14865,11,10061,10,0
9314,3,17889,1,5559,2,1
12992,7,14075,11,17473,9,0
18984,9,2839,2,8644,8,3
6687,7,8959,6,14467,11,2
2016,8,9645,5,10531,8,2
14808,8,12329,1,495,8,1
19109,4,1568,11,4570,11,3
15077,7,5226,0,15981,1,3
8700,11,9792,2,18150,9,0
1502,4,13568,8,2738,1,1
17024,11,7256,5,6933,9,3
701,6,11600,7,14745,1,2
508,3,10149,3,631,7,1
14444,9,949,2,16428,11,3
8378,8,18019,3,15597,5,0
8023,5,11387,0,7797,4,1
4414,2,10719,4,15721,4,2
18000,5,15284,11,18470,10,0
4882,11,9941,3,5672,8,1
6294,1,1988,6,17690,2,2
2858,9,10589,7,5213,3,1
7853,2,18296,3,12182,5,0
17848,4,1854,4,1944,9,3
17172,7,447,4,17246,0,3
9553,2,11725,11,4881,9,1
12406,5,18483,1,19005,7,0
19539,5,613,11,12576,10,3
17631,5,17704,5,14728,6,0
6942,11,11037,3,14425,4,0
7347,10,19568,7,12006,2,0
8428,6,10384,3,17325,2,0
11310,4,985,10,9614,1,3
14881,5,11608,2,14696,2,0
5042,6,1501,2,3659,3,2
939,5,585,7,6108,2,2
5006,11,3770,4,1809,6,2
10452,10,13191,9,15780,7,0
7513,1,16429,3,17146,11,0
16163,9,19238,7,10015,10,0
12707,3,17774,5,769,9,1
19118,11,1047,1,17333,4,3
15085,1,8111,0,4951,10,3
7640,4,173,4,7657,7,2
13841,0,6594,6,5041,8,3
11715,1,16126,2,7803,5,1
15391,5,13796,6,7212,8,1
11631,3,9032,3,5342,11,3
19535,6,4989,1,13400,5,3
3426,9,10343,5,13574,0,2
343,10,10849,8,9447,2,2
8852,8,13687,6,10918,10,0
8622,8,14135,1,18238,9,0
692,10,6170,3,9585,5,2
12954,7,18607,5,11151,6,0
12387,0,16073,6,17668,5,0
3985,8,15442,9,6522,2,1
13107,11,6412,4,17645,2,0
6372,9,10528,11,19277,0,0
6699,0,9332,10,2973,11,1
15755,7,6800,8,3738,4,3
740,7,11378,7,10347,2,2
18916,6,7656,3,12069,11,3
7609,9,16584,3,3496,5,1
15129,10,11493,2,2471,10,1
645,8,6989,9,34,7,1
2194,1,17150,4,14338,8,0
14334,10,12885,4,365,4,1
15698,3,15605,7,14111,0,0
15593,7,12735,9,19806,10,0
7232,3,14475,9,6600,0,1
13833,2,8161,6,173,10,3
1154,9,4030,3,15694,11,2
6076,11,2270,8,12005,7,2
10491,5,15978,0,6995,6,1
7296,10,17640,10,14809,7,0
160,6,9262,1,15445,10,2
16224,3,2087,10,8649,8,3
3858,4,18105,4,11992,0,1
1947,9,18092,1,10860,6,1
19593,3,1327,5,3635,5,3
6531,1,15317,0,3121,0,1
1894,2,18018,8,15398,1,0
13659,1,8246,9,7801,3,3
935,11,18899,0,2366,2,1
14189,9,6520,1,2352,0,3
1656,0,17534,3,7857,0,1
19982,1,10745,4,9880,9,3
15302,0,13897,4,18753,3,0
16897,8,17334,2,1187,10,1
13715,4,3933,10,8843,10,3
17421,4,12414,7,15325,5,0
14959,5,18718,4,16872,9,0
19130,7,803,5,14229,7,3
12028,7,9631,10,10017,9,3
17679,5,4144,11,18917,4,3
18154,0,18034,7,100,4,1
7508,6,18856,3,19244,1,0
17685,6,15810,0,14759,9,0
10600,9,11080,5,11636,10,0
5801,0,528,0,1558,9,2
13735,5,16507,11,17271,7,0
5204,7,4774,8,5059,6,2
19683,5,18299,5,6990,4,0
3530,10,12740,2,2741,5,1
5590,1,10487,5,13648,0,2
11474,9,10509,8,2343,4,1
5547,8,15064,5,2242,11,1
15702,4,12667,9,19267,5,0
19580,10,9052,6,11551,11,3
12732,1,1019,11,4426,2,3
18183,5,6102,0,4932,6,3
6868,9,1074,0,17483,7,2
18487,10,13990,5,17239,11,0
10318,7,9752,4,8922,0,1
3497,1,12542,10,18994,0,0
19710,4,8271,9,14139,4,3
17407,7,5302,5,4556,2,3
12092,8,7763,10,3694,7,3
16190,11,270,7,14238,3,3
17004,4,8606,9,4991,7,3
15617,1,19351,1,10574,0,0
11885,5,11074,7,16185,9,0
16904,7,15524,1,19778,8,0
13420,10,11009,2,462,9,1
17184,9,4167,0,11192,0,3
3777,1,14867,4,4790,11,1
10533,9,18573,10,7946,8,1
8498,8,17844,0,593,0,1
14009,9,3623,6,17450,6,3
14328,11,3645,11,483,1,3
8277,3,5862,4,4706,7,2
11840,10,7576,3,392,6,1
18038,9,7653,9,14873,2,3
14260,1,1755,8,11369,3,3
10163,9,7991,9,13101,6,2
14791,5,6582,1,4100,9,3
14948,5,3501,3,11327,3,3
9805,4,8359,6,505,9,1
7031,10,19748,4,8005,9,1
10530,8,15096,5,4166,4,1
13092,9,15987,1,72,7,1
4473,5,12206,5,18601,9,0
16001,1,10243,11,3882,1,3
12594,1,9210,10,16182,1,0
17965,8,12101,1,4976,11,3
14744,6,9439,11,6896,5,3
8459,4,14650,11,16914,6,0
13602,11,18746,1,5789,3,1
4350,7,11874,9,10851,4,2
6371,9,1213,4,13088,3,2
4864,4,17348,6,13844,5,0
6837,7,17415,0,11226,9,0
197,5,13512,4,19360,5,2
9660,2,3850,1,4046,7,3
12248,11,15837,8,9530,8,0
5961,10,11199,1,16892,9,0
19221,0,13677,1,9354,7,3
19548,3,4762,0,1286,7,3
14108,1,3100,8,3692,11,3
1363,9,12752,11,2142,11,1
11243,0,3594,2,10905,0,3
192,10,5034,3,4714,3,2
14619,2,11742,9,9632,4,3
9915,10,8265,11,13351,3,2
2934,2,8413,4,4967,3,2
7776,8,19159,1,11885,7,0
18884,11,2477,7,13170,5,3
6146,0,1814,10,9220,9,2
11728,7,6401,7,13143,4,3
12271,3,3315,6,14507,7,3
5178,6,11766,7,13531,10,2
19749,11,14122,0,3556,1,3
18790,0,19953,6,12746,10,0
9474,4,13440,9,14109,7,0
8216,2,9075,10,4978,10,1
19437,0,12079,5,4951,2,3
16568,4,5953,5,19631,11,0
9159,6,16075,9,15242,2,0
19351,3,8436,4,10773,8,3
5074,4,3680,1,6865,6,2
803,7,807,0,13492,11,2
15456,3,5435,4,5143,1,3
14730,9,12921,8,3085,8,1
9661,6,12197,10,4680,2,1
11084,7,3243,3,14286,7,2
5641,6,11858,7,7461,6,1
19000,10,12910,11,1953,6,3
5762,9,15650,1,3505,0,1
3419,9,7558,0,16669,8,2
9633,0,11716,4,3678,2,1
9611,10,3914,0,7068,5,3
2696,10,5017,6,18063,9,2
2473,11,16236,3,14061,2,0
17012,0,8033,3,160,0,3
19179,5,19217,2,782,0,1
5002,9,13631,0,13658,1,0
11969,0,8368,4,4823,10,3
15318,11,14672,0,4848,1,1
6157,9,17854,3,10009,7,1
19087,11,1006,11,14856,4,3
585,0,2468,4,5129,8,2
1278,11,6294,9,4936,11,2
